,time,application,angry,disgust,fear,happy,sad,surprise
1640,2022_07_23_16_57_54,Terminal,0.31,0.0,0.06,0.0,0.62,0.0
1641,2022_07_23_16_57_54,Terminal,0.31,0.0,0.19,0.0,0.44,0.06
1642,2022_07_23_16_57_55,Terminal,0.54,0.0,0.08,0.0,0.38,0.0
1643,2022_07_23_16_57_55,Terminal,0.36,0.0,0.14,0.0,0.36,0.14
1644,2022_07_23_16_57_56,Terminal,0.18,0.0,0.14,0.0,0.64,0.04
1645,2022_07_23_16_57_56,Terminal,0.53,0.0,0.07,0.0,0.33,0.07
1646,2022_07_23_16_57_56,Terminal,0.43,0.0,0.0,0.0,0.56,0.0
1647,2022_07_23_16_57_57,Terminal,0.1,0.0,0.2,0.0,0.7,0.0
1648,2022_07_23_16_57_57,Terminal,0.07,0.0,0.4,0.0,0.53,0.0
1649,2022_07_23_16_57_58,Terminal,0.17,0.0,0.25,0.0,0.57,0.0
1650,2022_07_23_16_57_58,Terminal,0.14,0.0,0.07,0.0,0.79,0.0
1651,2022_07_23_16_57_59,Terminal,0.1,0.0,0.07,0.0,0.72,0.1
1652,2022_07_23_16_57_59,Terminal,0.08,0.0,0.02,0.0,0.88,0.02
1653,2022_07_23_16_57_59,Terminal,0.07,0.0,0.0,0.0,0.9,0.03
1654,2022_07_23_16_58_00,Terminal,0.12,0.0,0.03,0.0,0.74,0.12
1655,2022_07_23_16_58_00,Terminal,0.06,0.0,0.04,0.0,0.56,0.34
1656,2022_07_23_16_58_00,Terminal,0.11,0.0,0.06,0.0,0.69,0.14
1657,2022_07_23_16_58_01,Terminal,0.08,0.0,0.05,0.0,0.78,0.08
1658,2022_07_23_16_58_02,Code,0.07,0.0,0.13,0.06,0.74,0.0
1659,2022_07_23_16_58_02,Code,0.19,0.0,0.1,0.01,0.6,0.1
1660,2022_07_23_16_58_03,Code,0.48,0.0,0.09,0.11,0.32,0.01
1661,2022_07_23_16_58_03,Code,0.1,0.0,0.12,0.0,0.55,0.22
1662,2022_07_23_16_58_03,Code,0.09,0.0,0.07,0.0,0.76,0.07
1663,2022_07_23_16_58_04,Code,0.23,0.0,0.05,0.0,0.68,0.04
1664,2022_07_23_16_58_04,Code,0.05,0.0,0.03,0.0,0.84,0.08
1665,2022_07_23_16_58_05,Code,0.14,0.0,0.04,0.0,0.76,0.06
1666,2022_07_23_16_58_05,Code,0.07,0.0,0.05,0.0,0.76,0.12
1667,2022_07_23_16_58_06,Code,0.1,0.0,0.03,0.0,0.82,0.05
1668,2022_07_23_16_58_06,Code,0.11,0.0,0.06,0.0,0.79,0.04
1669,2022_07_23_16_58_06,Code,0.23,0.0,0.14,0.0,0.36,0.27
1670,2022_07_23_16_58_08,Code,0.2,0.0,0.11,0.0,0.5,0.2
1671,2022_07_23_16_58_08,Code,0.13,0.01,0.18,0.0,0.59,0.08
1672,2022_07_23_16_58_09,Code,0.17,0.01,0.08,0.0,0.72,0.02
1673,2022_07_23_16_58_09,Code,0.28,0.0,0.28,0.07,0.35,0.0
1674,2022_07_23_16_58_09,Code,0.34,0.0,0.34,0.05,0.26,0.0
1675,2022_07_23_16_58_10,Code,0.31,0.0,0.33,0.06,0.3,0.0
1676,2022_07_23_16_58_10,Code,0.38,0.0,0.26,0.11,0.25,0.0
1677,2022_07_23_16_58_11,Code,0.28,0.0,0.37,0.06,0.28,0.0
1678,2022_07_23_16_58_11,Code,0.34,0.0,0.28,0.11,0.25,0.02
1679,2022_07_23_16_58_14,Terminal,0.22,0.0,0.19,0.06,0.53,0.0
1680,2022_07_23_16_58_14,Terminal,0.15,0.0,0.15,0.0,0.67,0.04
1681,2022_07_23_16_58_15,Terminal,0.06,0.0,0.37,0.0,0.46,0.11
1682,2022_07_23_16_58_15,Terminal,0.21,0.0,0.14,0.07,0.56,0.03
1683,2022_07_23_16_58_16,Terminal,0.21,0.0,0.15,0.15,0.46,0.04
1684,2022_07_23_16_58_17,Terminal,0.2,0.0,0.15,0.06,0.56,0.02
1685,2022_07_23_16_58_20,Terminal,0.12,0.0,0.42,0.0,0.42,0.04
1686,2022_07_23_16_58_20,Terminal,0.56,0.0,0.04,0.0,0.4,0.0
1687,2022_07_23_16_58_20,Terminal,0.45,0.0,0.03,0.0,0.52,0.0
1688,2022_07_23_16_58_21,Terminal,0.25,0.0,0.12,0.0,0.62,0.0
1689,2022_07_23_16_58_21,Terminal,0.4,0.0,0.1,0.0,0.5,0.0
1690,2022_07_23_16_58_21,Terminal,0.31,0.0,0.08,0.08,0.54,0.0
1691,2022_07_23_16_58_22,Terminal,0.35,0.0,0.12,0.12,0.35,0.06
1692,2022_07_23_16_58_22,Terminal,0.36,0.0,0.18,0.0,0.45,0.0
1693,2022_07_23_16_58_23,Electron,0.24,0.0,0.16,0.0,0.6,0.0
1694,2022_07_23_16_58_23,Electron,0.19,0.0,0.08,0.03,0.68,0.03
1695,2022_07_23_16_58_23,Electron,0.51,0.0,0.11,0.0,0.32,0.05
1696,2022_07_23_16_58_24,Terminal,0.52,0.0,0.05,0.1,0.28,0.05
1697,2022_07_23_16_58_24,Terminal,0.62,0.04,0.04,0.02,0.19,0.1
1698,2022_07_23_16_58_25,Terminal,0.66,0.0,0.06,0.0,0.23,0.06
1699,2022_07_23_16_58_25,Terminal,0.56,0.0,0.04,0.0,0.26,0.13
1700,2022_07_23_16_58_25,Terminal,0.67,0.0,0.0,0.0,0.33,0.0
1701,2022_07_23_16_58_26,Terminal,0.59,0.0,0.0,0.0,0.41,0.0
1702,2022_07_23_16_58_26,Code,0.6,0.0,0.0,0.0,0.35,0.05
1703,2022_07_23_16_58_26,Code,0.59,0.0,0.05,0.0,0.32,0.05
1704,2022_07_23_16_58_27,Code,0.48,0.0,0.05,0.0,0.43,0.05
1705,2022_07_23_16_58_27,Code,0.33,0.0,0.11,0.0,0.56,0.0
1706,2022_07_23_16_58_27,Code,0.23,0.0,0.15,0.0,0.62,0.0
1707,2022_07_23_16_58_28,Code,0.18,0.0,0.07,0.0,0.75,0.0
1708,2022_07_23_16_58_28,Code,0.25,0.0,0.12,0.0,0.5,0.12
1709,2022_07_23_16_58_29,Terminal,0.21,0.0,0.07,0.0,0.71,0.0
1710,2022_07_23_16_58_29,Terminal,0.45,0.0,0.19,0.02,0.32,0.02
1711,2022_07_23_16_58_30,Terminal,0.28,0.0,0.12,0.02,0.56,0.02
1712,2022_07_23_16_58_30,Terminal,0.21,0.0,0.06,0.0,0.72,0.01
1713,2022_07_23_16_58_30,Terminal,0.11,0.02,0.12,0.02,0.72,0.02
1714,2022_07_23_16_58_31,Terminal,0.28,0.0,0.09,0.0,0.57,0.04
1715,2022_07_23_16_58_31,Terminal,0.22,0.0,0.03,0.0,0.75,0.0
1716,2022_07_23_16_58_31,Terminal,0.33,0.0,0.02,0.02,0.63,0.0
1717,2022_07_23_16_58_32,Terminal,0.4,0.0,0.09,0.09,0.31,0.11
1718,2022_07_23_16_58_32,Terminal,0.28,0.0,0.25,0.01,0.18,0.26
1719,2022_07_23_16_58_32,Terminal,0.31,0.0,0.06,0.06,0.56,0.03
1720,2022_07_23_16_58_33,Terminal,0.28,0.03,0.1,0.0,0.56,0.02
1721,2022_07_23_16_58_33,Terminal,0.28,0.0,0.15,0.0,0.54,0.03
1722,2022_07_23_16_58_33,Terminal,0.35,0.0,0.25,0.05,0.3,0.05
1723,2022_07_23_16_58_34,Terminal,0.33,0.0,0.33,0.07,0.2,0.07
1724,2022_07_23_16_58_34,Terminal,0.08,0.0,0.15,0.04,0.73,0.0
1725,2022_07_23_16_58_34,Terminal,0.2,0.0,0.23,0.03,0.5,0.03
1726,2022_07_23_16_58_35,Terminal,0.28,0.0,0.17,0.03,0.45,0.07
1727,2022_07_23_16_58_35,Terminal,0.3,0.0,0.24,0.05,0.24,0.16
1728,2022_07_23_16_58_45,Electron,0.19,0.0,0.01,0.0,0.8,0.0
1729,2022_07_23_16_58_45,Electron,0.18,0.0,0.05,0.0,0.75,0.02
1730,2022_07_23_16_58_46,Electron,0.24,0.0,0.05,0.0,0.71,0.0
1731,2022_07_23_16_58_46,Electron,0.68,0.0,0.05,0.02,0.23,0.02
1732,2022_07_23_16_58_47,Electron,0.49,0.0,0.04,0.02,0.43,0.02
1733,2022_07_23_16_58_47,Electron,0.54,0.0,0.0,0.31,0.15,0.0
1734,2022_07_23_16_58_47,Electron,0.01,0.0,0.0,0.97,0.0,0.01
1735,2022_07_23_16_58_48,Electron,0.01,0.0,0.0,0.98,0.0,0.01
1736,2022_07_23_16_58_48,Electron,0.0,0.0,0.0,1.0,0.0,0.0
1737,2022_07_23_16_58_48,Electron,0.01,0.0,0.0,0.97,0.0,0.01
1738,2022_07_23_16_58_49,Electron,0.28,0.0,0.24,0.27,0.18,0.02
1739,2022_07_23_16_58_49,Electron,0.34,0.0,0.14,0.0,0.48,0.03
1740,2022_07_23_16_58_49,Electron,0.36,0.0,0.09,0.0,0.55,0.0
1741,2022_07_23_16_58_50,Electron,0.18,0.0,0.02,0.0,0.8,0.0
1742,2022_07_23_16_58_50,Electron,0.35,0.0,0.02,0.0,0.62,0.0
1743,2022_07_23_16_58_50,Electron,0.51,0.0,0.01,0.0,0.48,0.0
1744,2022_07_23_16_58_51,Electron,0.83,0.0,0.01,0.0,0.16,0.0
1745,2022_07_23_16_58_51,Electron,0.86,0.0,0.0,0.0,0.14,0.0
1746,2022_07_23_16_58_51,Electron,0.88,0.0,0.0,0.0,0.12,0.0
1747,2022_07_23_16_58_52,Electron,0.93,0.02,0.0,0.0,0.05,0.0
1748,2022_07_23_16_58_52,Electron,0.97,0.0,0.0,0.0,0.03,0.0
1749,2022_07_23_16_58_53,Electron,0.94,0.01,0.0,0.0,0.05,0.0
1750,2022_07_23_16_58_53,Electron,0.93,0.01,0.0,0.0,0.06,0.0
1751,2022_07_23_16_58_53,Electron,0.95,0.02,0.0,0.0,0.03,0.0
1752,2022_07_23_16_58_53,Electron,0.91,0.03,0.0,0.0,0.06,0.0
1753,2022_07_23_16_58_54,Electron,0.86,0.07,0.0,0.0,0.07,0.0
1754,2022_07_23_16_58_54,Electron,0.89,0.02,0.01,0.0,0.08,0.0
1755,2022_07_23_16_58_54,Electron,0.96,0.0,0.0,0.0,0.04,0.0
1756,2022_07_23_16_58_55,Electron,0.95,0.01,0.0,0.0,0.04,0.0
1757,2022_07_23_16_58_55,Electron,0.86,0.03,0.0,0.0,0.11,0.0
1758,2022_07_23_16_58_56,Electron,0.8,0.02,0.01,0.0,0.17,0.0
1759,2022_07_23_16_58_56,Electron,0.84,0.0,0.01,0.0,0.15,0.0
1760,2022_07_23_16_58_56,Electron,0.79,0.0,0.01,0.0,0.2,0.0
1761,2022_07_23_16_58_57,Electron,0.8,0.0,0.01,0.0,0.19,0.0
1762,2022_07_23_16_58_57,Electron,0.94,0.01,0.0,0.0,0.05,0.0
1763,2022_07_23_16_58_57,Electron,0.67,0.01,0.01,0.0,0.31,0.0
1764,2022_07_23_16_58_58,Electron,0.49,0.07,0.01,0.0,0.43,0.0
1765,2022_07_23_16_58_58,Electron,0.27,0.0,0.01,0.0,0.72,0.0
1766,2022_07_23_16_58_58,Electron,0.56,0.0,0.01,0.0,0.41,0.0
1767,2022_07_23_16_58_59,Electron,0.52,0.0,0.02,0.0,0.45,0.0
1768,2022_07_23_16_58_59,Terminal,0.55,0.01,0.03,0.0,0.41,0.0
1769,2022_07_23_16_58_59,Terminal,0.4,0.01,0.02,0.0,0.56,0.0
1770,2022_07_23_16_59_00,Terminal,0.51,0.0,0.02,0.0,0.47,0.0
1771,2022_07_23_16_59_00,Terminal,0.3,0.0,0.02,0.0,0.67,0.0
1772,2022_07_23_16_59_00,Terminal,0.72,0.01,0.02,0.01,0.23,0.0
1773,2022_07_23_16_59_01,Terminal,0.56,0.0,0.04,0.0,0.38,0.01
1774,2022_07_23_16_59_01,Terminal,0.4,0.0,0.03,0.0,0.56,0.0
1775,2022_07_23_16_59_01,Terminal,0.32,0.0,0.05,0.0,0.62,0.0
1776,2022_07_23_16_59_02,Electron,0.13,0.0,0.02,0.79,0.04,0.02
1777,2022_07_23_16_59_02,Electron,0.01,0.0,0.0,0.98,0.0,0.01
1778,2022_07_23_16_59_02,Electron,0.01,0.0,0.0,0.98,0.0,0.01
1779,2022_07_23_16_59_03,Electron,0.01,0.0,0.0,0.98,0.0,0.01
1780,2022_07_23_16_59_03,Electron,0.01,0.0,0.0,0.99,0.0,0.0
1781,2022_07_23_16_59_03,Electron,0.01,0.0,0.01,0.97,0.0,0.01
1782,2022_07_23_16_59_04,Electron,0.0,0.0,0.0,1.0,0.0,0.0
1783,2022_07_23_16_59_04,Electron,0.0,0.0,0.0,1.0,0.0,0.0
1784,2022_07_23_16_59_04,Electron,0.05,0.0,0.02,0.92,0.02,0.0
1785,2022_07_23_16_59_05,Electron,0.44,0.0,0.03,0.03,0.5,0.0
1786,2022_07_23_16_59_05,Electron,0.46,0.0,0.03,0.01,0.47,0.03
1787,2022_07_23_16_59_06,Electron,0.47,0.0,0.01,0.03,0.49,0.0
1788,2022_07_23_16_59_06,Electron,0.47,0.0,0.02,0.0,0.51,0.0
1789,2022_07_23_16_59_06,Electron,0.32,0.0,0.01,0.0,0.65,0.01
1790,2022_07_23_16_59_07,Electron,0.18,0.0,0.02,0.0,0.77,0.03
1791,2022_07_23_16_59_07,Electron,0.5,0.0,0.02,0.0,0.48,0.0
1792,2022_07_23_16_59_07,Electron,0.59,0.0,0.0,0.0,0.41,0.0
1793,2022_07_23_16_59_08,Electron,0.35,0.0,0.0,0.0,0.65,0.0
1794,2022_07_23_16_59_08,Electron,0.36,0.0,0.03,0.0,0.62,0.0
1795,2022_07_23_16_59_08,Electron,0.38,0.0,0.05,0.0,0.56,0.0
1796,2022_07_23_16_59_09,Electron,0.37,0.0,0.02,0.0,0.61,0.0
1797,2022_07_23_16_59_09,Electron,0.59,0.0,0.02,0.02,0.37,0.0
1798,2022_07_23_16_59_09,Electron,0.45,0.0,0.05,0.0,0.5,0.0
1799,2022_07_23_16_59_10,Electron,0.28,0.0,0.02,0.02,0.67,0.0
1800,2022_07_23_16_59_10,Electron,0.39,0.0,0.1,0.04,0.47,0.0
1801,2022_07_23_16_59_10,Electron,0.45,0.0,0.23,0.06,0.19,0.06
1802,2022_07_23_16_59_11,Electron,0.64,0.0,0.11,0.03,0.19,0.03
1803,2022_07_23_16_59_11,Electron,0.46,0.0,0.17,0.05,0.24,0.07
1804,2022_07_23_16_59_11,Electron,0.54,0.0,0.14,0.06,0.2,0.06
1805,2022_07_23_16_59_12,Electron,0.5,0.0,0.15,0.0,0.35,0.0
1806,2022_07_23_16_59_12,Electron,0.61,0.0,0.16,0.0,0.21,0.03
1807,2022_07_23_16_59_13,Electron,0.61,0.0,0.07,0.0,0.32,0.0
1808,2022_07_23_16_59_13,Electron,0.6,0.0,0.09,0.02,0.26,0.02
1809,2022_07_23_16_59_13,Electron,0.49,0.0,0.16,0.0,0.35,0.0
1810,2022_07_23_16_59_14,Electron,0.47,0.0,0.11,0.0,0.42,0.0
1811,2022_07_23_16_59_14,Electron,0.63,0.0,0.06,0.0,0.31,0.0
1812,2022_07_23_16_59_14,Electron,0.55,0.0,0.04,0.0,0.4,0.0
1813,2022_07_23_16_59_15,Electron,0.63,0.0,0.07,0.0,0.28,0.0
1814,2022_07_23_16_59_15,Electron,0.42,0.0,0.08,0.01,0.49,0.0
1815,2022_07_23_16_59_15,Electron,0.33,0.0,0.06,0.0,0.57,0.02
1816,2022_07_23_16_59_16,Electron,0.37,0.0,0.04,0.0,0.57,0.01
1817,2022_07_23_16_59_16,Electron,0.41,0.0,0.04,0.0,0.51,0.03
1818,2022_07_23_16_59_16,Electron,0.24,0.0,0.05,0.0,0.7,0.01
1819,2022_07_23_16_59_17,Electron,0.22,0.0,0.03,0.0,0.73,0.02
1820,2022_07_23_16_59_17,Electron,0.23,0.0,0.5,0.05,0.14,0.09
1821,2022_07_23_16_59_17,Electron,0.26,0.0,0.44,0.04,0.22,0.04
1822,2022_07_23_16_59_18,Electron,0.25,0.0,0.25,0.0,0.5,0.0
1823,2022_07_23_16_59_18,Electron,0.3,0.0,0.33,0.04,0.33,0.0
1824,2022_07_23_16_59_18,Electron,0.31,0.0,0.23,0.08,0.38,0.0
1825,2022_07_23_16_59_19,Electron,0.27,0.0,0.23,0.09,0.41,0.0
1826,2022_07_23_16_59_19,Electron,0.43,0.0,0.3,0.07,0.17,0.03
1827,2022_07_23_16_59_19,Electron,0.36,0.0,0.18,0.09,0.36,0.0
1828,2022_07_23_16_59_20,Electron,0.25,0.0,0.44,0.06,0.19,0.06
1829,2022_07_23_16_59_20,Electron,0.3,0.0,0.3,0.05,0.35,0.0
1830,2022_07_23_16_59_20,Electron,0.35,0.0,0.22,0.09,0.35,0.0
1831,2022_07_23_16_59_21,Electron,0.4,0.0,0.3,0.1,0.17,0.03
1832,2022_07_23_16_59_21,Electron,0.28,0.0,0.23,0.16,0.28,0.03
1833,2022_07_23_16_59_22,Electron,0.3,0.0,0.2,0.1,0.4,0.0
1834,2022_07_23_16_59_22,Electron,0.43,0.0,0.14,0.0,0.43,0.0
1835,2022_07_23_16_59_22,Electron,0.11,0.0,0.09,0.05,0.73,0.02
1836,2022_07_23_16_59_23,Electron,0.22,0.0,0.14,0.05,0.56,0.03
1837,2022_07_23_16_59_23,Electron,0.47,0.0,0.09,0.06,0.38,0.0
1838,2022_07_23_16_59_23,Electron,0.38,0.0,0.06,0.0,0.56,0.0
1839,2022_07_23_16_59_24,Electron,0.17,0.0,0.07,0.0,0.74,0.02
1840,2022_07_23_16_59_24,Electron,0.16,0.0,0.05,0.0,0.8,0.0
1841,2022_07_23_16_59_24,Electron,0.12,0.0,0.11,0.0,0.76,0.02
1842,2022_07_23_16_59_25,Electron,0.43,0.0,0.09,0.02,0.45,0.02
1843,2022_07_23_16_59_25,Electron,0.32,0.0,0.06,0.0,0.62,0.0
1844,2022_07_23_16_59_25,Electron,0.38,0.0,0.08,0.02,0.51,0.02
1845,2022_07_23_16_59_26,Electron,0.44,0.0,0.1,0.01,0.43,0.01
1846,2022_07_23_16_59_26,Electron,0.26,0.0,0.14,0.02,0.56,0.02
1847,2022_07_23_16_59_26,Electron,0.16,0.0,0.08,0.0,0.75,0.0
1848,2022_07_23_16_59_27,Electron,0.16,0.0,0.05,0.02,0.75,0.02
1849,2022_07_23_16_59_27,Electron,0.26,0.0,0.16,0.0,0.55,0.03
1850,2022_07_23_16_59_27,Electron,0.5,0.0,0.07,0.0,0.43,0.0
1851,2022_07_23_16_59_28,Electron,0.39,0.0,0.09,0.04,0.46,0.02
1852,2022_07_23_16_59_28,Electron,0.01,0.0,0.01,0.96,0.01,0.01
1853,2022_07_23_16_59_30,Electron,0.56,0.01,0.15,0.0,0.22,0.05
1854,2022_07_23_16_59_30,Electron,0.68,0.0,0.11,0.01,0.14,0.06
1855,2022_07_23_16_59_31,Electron,0.61,0.0,0.09,0.03,0.2,0.07
1856,2022_07_23_16_59_31,Electron,0.65,0.01,0.06,0.02,0.18,0.07
1857,2022_07_23_16_59_31,Electron,0.53,0.01,0.12,0.06,0.23,0.04
1858,2022_07_23_16_59_32,Electron,0.64,0.0,0.12,0.02,0.18,0.04
1859,2022_07_23_16_59_33,Electron,0.56,0.0,0.1,0.04,0.22,0.06
1860,2022_07_23_16_59_33,Electron,0.74,0.03,0.05,0.03,0.14,0.01
1861,2022_07_23_16_59_34,Electron,0.6,0.01,0.07,0.01,0.28,0.01
1862,2022_07_23_16_59_35,Electron,0.75,0.0,0.07,0.0,0.14,0.04
1863,2022_07_23_16_59_35,Electron,0.62,0.01,0.08,0.0,0.25,0.04
1864,2022_07_23_16_59_35,Electron,0.81,0.0,0.05,0.0,0.11,0.03
1865,2022_07_23_16_59_36,Electron,0.74,0.04,0.04,0.0,0.16,0.01
1866,2022_07_23_16_59_36,Electron,0.67,0.03,0.08,0.0,0.21,0.01
1867,2022_07_23_16_59_36,Electron,0.73,0.0,0.06,0.01,0.19,0.01
1868,2022_07_23_16_59_37,Electron,0.66,0.0,0.1,0.02,0.2,0.02
1869,2022_07_23_16_59_37,Electron,0.66,0.0,0.04,0.02,0.28,0.0
1870,2022_07_23_16_59_37,Electron,0.69,0.0,0.05,0.02,0.24,0.0
1871,2022_07_23_16_59_38,Electron,0.19,0.0,0.31,0.06,0.44,0.0
1872,2022_07_23_16_59_38,Electron,0.24,0.0,0.28,0.0,0.47,0.0
1873,2022_07_23_16_59_38,Electron,0.1,0.0,0.3,0.0,0.6,0.0
1874,2022_07_23_16_59_39,Electron,0.2,0.0,0.4,0.0,0.33,0.07
1875,2022_07_23_16_59_39,Electron,0.04,0.0,0.26,0.52,0.17,0.01
1876,2022_07_23_16_59_39,Electron,0.09,0.0,0.12,0.7,0.08,0.02
1877,2022_07_23_16_59_43,Electron,0.05,0.0,0.47,0.05,0.41,0.01
1878,2022_07_23_16_59_44,Electron,0.13,0.01,0.43,0.05,0.37,0.0
1879,2022_07_23_16_59_44,Electron,0.0,0.0,0.12,0.12,0.75,0.0
1880,2022_07_23_16_59_44,Electron,0.09,0.0,0.09,0.09,0.73,0.0
1881,2022_07_23_16_59_45,Electron,0.07,0.0,0.21,0.5,0.21,0.0
1882,2022_07_23_16_59_45,Electron,0.0,0.0,0.33,0.0,0.67,0.0
1883,2022_07_23_16_59_45,Electron,0.14,0.0,0.14,0.14,0.56,0.0
1884,2022_07_23_16_59_46,Electron,0.14,0.0,0.28,0.0,0.56,0.0
1885,2022_07_23_16_59_46,Electron,0.22,0.0,0.22,0.03,0.34,0.19
1886,2022_07_23_16_59_46,Electron,0.1,0.0,0.27,0.14,0.17,0.32
1887,2022_07_23_16_59_47,Electron,0.2,0.0,0.06,0.19,0.53,0.01
1888,2022_07_23_16_59_47,Electron,0.39,0.0,0.22,0.02,0.3,0.07
1889,2022_07_23_16_59_47,Electron,0.38,0.0,0.24,0.05,0.33,0.0
1890,2022_07_23_16_59_48,Electron,0.22,0.0,0.31,0.05,0.41,0.02
1891,2022_07_23_16_59_48,Electron,0.17,0.0,0.21,0.04,0.57,0.0
1892,2022_07_23_16_59_48,Terminal,0.18,0.0,0.18,0.12,0.48,0.03
1893,2022_07_23_16_59_49,Terminal,0.22,0.0,0.22,0.27,0.24,0.04
1894,2022_07_23_16_59_49,Terminal,0.22,0.0,0.22,0.15,0.39,0.02
1895,2022_07_23_16_59_49,Terminal,0.18,0.0,0.18,0.12,0.48,0.03
1896,2022_07_23_16_59_50,Electron,0.34,0.0,0.25,0.09,0.28,0.03
1897,2022_07_23_16_59_50,Electron,0.28,0.0,0.33,0.04,0.23,0.1
1898,2022_07_23_16_59_50,Electron,0.3,0.0,0.36,0.07,0.21,0.07
1899,2022_07_23_16_59_51,Electron,0.38,0.0,0.26,0.02,0.26,0.07
1900,2022_07_23_16_59_52,Electron,0.05,0.0,0.02,0.72,0.21,0.0
1901,2022_07_23_16_59_52,Electron,0.08,0.0,0.01,0.54,0.37,0.0
1902,2022_07_23_16_59_52,Electron,0.08,0.0,0.01,0.55,0.36,0.0
1903,2022_07_23_16_59_53,Electron,0.05,0.0,0.0,0.89,0.06,0.0
1904,2022_07_23_16_59_53,Electron,0.03,0.0,0.01,0.86,0.1,0.0
1905,2022_07_23_16_59_53,Electron,0.09,0.0,0.11,0.43,0.36,0.0
1906,2022_07_23_16_59_54,Electron,0.32,0.0,0.09,0.02,0.49,0.09
1907,2022_07_23_16_59_54,Terminal,0.24,0.0,0.08,0.08,0.56,0.03
1908,2022_07_23_16_59_54,Terminal,0.18,0.0,0.07,0.07,0.68,0.0
1909,2022_07_23_16_59_55,Terminal,0.08,0.0,0.06,0.03,0.83,0.0
1910,2022_07_23_16_59_55,Terminal,0.28,0.0,0.1,0.03,0.59,0.0
1911,2022_07_23_17_00_23,Terminal,0.17,0.0,0.05,0.0,0.78,0.0
1912,2022_07_23_17_00_23,Terminal,0.43,0.0,0.17,0.02,0.26,0.12
1913,2022_07_23_17_00_24,Terminal,0.3,0.0,0.19,0.04,0.37,0.11
1914,2022_07_23_17_00_24,Terminal,0.25,0.0,0.19,0.03,0.5,0.03
1915,2022_07_23_17_00_24,Electron,0.47,0.0,0.13,0.0,0.4,0.0
1916,2022_07_23_17_00_25,Electron,0.23,0.0,0.14,0.05,0.55,0.05
1917,2022_07_23_17_00_25,Electron,0.19,0.0,0.08,0.0,0.65,0.08
1918,2022_07_23_17_00_26,Electron,0.28,0.0,0.04,0.0,0.67,0.0
1919,2022_07_23_17_00_26,Electron,0.24,0.0,0.08,0.0,0.62,0.05
1920,2022_07_23_17_00_26,Electron,0.17,0.0,0.13,0.0,0.67,0.03
1921,2022_07_23_17_00_27,Electron,0.14,0.0,0.17,0.02,0.62,0.05
1922,2022_07_23_17_00_27,Electron,0.2,0.0,0.18,0.02,0.56,0.04
1923,2022_07_23_17_00_27,Electron,0.15,0.0,0.15,0.0,0.63,0.07
1924,2022_07_23_17_00_28,Electron,0.2,0.0,0.08,0.02,0.68,0.02
1925,2022_07_23_17_00_28,Electron,0.17,0.0,0.1,0.0,0.7,0.03
1926,2022_07_23_17_00_28,Electron,0.56,0.0,0.06,0.0,0.33,0.06
1927,2022_07_23_17_00_29,Electron,0.55,0.0,0.03,0.0,0.42,0.0
1928,2022_07_23_17_00_30,Electron,0.75,0.0,0.03,0.0,0.2,0.02
1929,2022_07_23_17_00_30,Electron,0.06,0.0,0.44,0.0,0.44,0.06
1930,2022_07_23_17_00_30,Electron,0.1,0.0,0.3,0.0,0.5,0.1
1931,2022_07_23_17_00_31,Electron,0.25,0.0,0.12,0.0,0.62,0.0
1932,2022_07_23_17_00_31,Electron,0.25,0.0,0.13,0.0,0.56,0.05
1933,2022_07_23_17_00_32,Electron,0.43,0.0,0.28,0.04,0.14,0.11
1934,2022_07_23_17_00_32,Electron,0.57,0.0,0.12,0.04,0.25,0.02
1935,2022_07_23_17_00_32,Electron,0.42,0.0,0.09,0.12,0.33,0.03
1936,2022_07_23_17_00_33,Electron,0.39,0.0,0.13,0.04,0.39,0.04
1937,2022_07_23_17_00_33,Electron,0.37,0.0,0.17,0.04,0.4,0.02
1938,2022_07_23_17_00_33,Electron,0.36,0.0,0.11,0.09,0.43,0.02
1939,2022_07_23_17_00_34,Electron,0.33,0.0,0.13,0.07,0.47,0.0
1940,2022_07_23_17_00_34,Electron,0.4,0.0,0.13,0.0,0.47,0.0
1941,2022_07_23_17_00_34,Electron,0.67,0.0,0.0,0.0,0.33,0.0
1942,2022_07_23_17_00_35,Electron,0.59,0.0,0.12,0.02,0.24,0.02
1943,2022_07_23_17_00_35,Terminal,0.4,0.0,0.1,0.05,0.35,0.1
1944,2022_07_23_17_00_36,Terminal,0.43,0.0,0.1,0.03,0.37,0.07
1945,2022_07_23_17_00_36,Terminal,0.41,0.0,0.14,0.05,0.36,0.05
1946,2022_07_23_17_00_36,Terminal,0.41,0.0,0.14,0.05,0.36,0.05
1947,2022_07_23_17_00_37,Terminal,0.44,0.0,0.11,0.11,0.22,0.11
1948,2022_07_23_17_00_37,Terminal,0.43,0.0,0.14,0.07,0.28,0.07
1949,2022_07_23_17_00_37,Terminal,0.39,0.0,0.1,0.02,0.44,0.05
1950,2022_07_23_17_00_38,Terminal,0.4,0.0,0.2,0.0,0.4,0.0
1951,2022_07_23_17_00_38,Terminal,0.5,0.0,0.0,0.0,0.5,0.0
1952,2022_07_23_17_00_39,Terminal,0.33,0.0,0.33,0.0,0.17,0.17
1953,2022_07_23_17_00_39,Terminal,0.2,0.0,0.2,0.0,0.6,0.0
1954,2022_07_23_17_00_39,Code,0.33,0.0,0.0,0.0,0.67,0.0
1955,2022_07_23_17_00_40,Code,0.33,0.0,0.11,0.0,0.56,0.0
